"genre","duration","loudness"
"classic pop and rock",91.95057,-7.252
"classic pop and rock",155.32363,-6.609
"classic pop and rock",174.28853,-6.246
"classic pop and rock",186.74893,-5.481
"classic pop and rock",163.05587,-7.477
"classic pop and rock",299.83302,-9.443
"classic pop and rock",225.2273,-9.24
"classic pop and rock",154.77506,-8.115
"classic pop and rock",373.99465,-8.422
"classic pop and rock",388.80608,-6.637
"classic pop and rock",188.9171,-8.111
"classic pop and rock",172.35546,-10.835
"classic pop and rock",175.49016,-11.84
"classic pop and rock",256.83546,-10.749
"classic pop and rock",253.59628,-8.278
"classic pop and rock",196.362,-11.288
"classic pop and rock",236.82567,-7.022
"classic pop and rock",197.09342,-5.253
"classic pop and rock",211.06893,-9.766
"classic pop and rock",167.8624,-11.405
"classic pop and rock",191.86893,-7.06
"classic pop and rock",303.67302,-10.416
"classic pop and rock",259.47383,-5.598
"classic pop and rock",203.78077,-6.443
"classic pop and rock",136.75057,-8.535
"classic pop and rock",161.09669,-12.874
"classic pop and rock",193.95873,-9.161
"classic pop and rock",272.37832,-7.823
"classic pop and rock",272.50893,-7.797
"classic pop and rock",315.81995,-5.601
"classic pop and rock",186.64444,-17.934
"classic pop and rock",375.48363,-6.298
"classic pop and rock",152.29342,-11.001
"classic pop and rock",232.56771,-7.011
"classic pop and rock",190.6673,-9.071
"classic pop and rock",141.81832,-12.402
"classic pop and rock",168.35873,-6.966
"classic pop and rock",225.69751,-9.132
"classic pop and rock",286.35383,-5.803
"classic pop and rock",282.06975,-22.039
"classic pop and rock",181.65506,-9.582
"classic pop and rock",181.41995,-9.739
"classic pop and rock",253.43955,-9.906
"classic pop and rock",191.81669,-10.437
"classic pop and rock",237.58322,-13.504
"classic pop and rock",179.06893,-8.907
"classic pop and rock",194.79465,-6.628
"classic pop and rock",214.33424,-7.121
"classic pop and rock",189.09995,-5.591
"classic pop and rock",205.53098,-7.68
"classic pop and rock",212.40118,-7.041
"classic pop and rock",318.4322,-6.647
"classic pop and rock",341.15873,-5.39
"classic pop and rock",178.80771,-5.23
"classic pop and rock",182.93506,-4.948
"classic pop and rock",327.91465,-7.683
"classic pop and rock",180.06159,-9.522
"classic pop and rock",197.79873,-9.404
"classic pop and rock",418.89914,-11.158
"classic pop and rock",173.5571,-11.157
"classic pop and rock",180.03546,-10.983
"classic pop and rock",173.29587,-11.101
"classic pop and rock",197.56363,-18.624
"classic pop and rock",208.92689,-10.557
"classic pop and rock",265.29914,-7.333
"classic pop and rock",258.42893,-9.654
"classic pop and rock",258.53342,-11.54
"classic pop and rock",246.43873,-11.272
"classic pop and rock",302.47138,-14.047
"classic pop and rock",209.97179,-8.781
"classic pop and rock",320.13016,-12.432
"classic pop and rock",212.1922,-14.902
"classic pop and rock",333.60934,-9.947
"classic pop and rock",301.13914,-11.107
"classic pop and rock",259.76118,-10.194
"classic pop and rock",332.06812,-9.635
"classic pop and rock",292.98893,-12.331
"classic pop and rock",253.83138,-8.031
"classic pop and rock",278.64771,-7.448
"classic pop and rock",263.00036,-9.457
"classic pop and rock",259.39546,-11.725
"classic pop and rock",284.49914,-8.614
"classic pop and rock",263.99302,-10.58
"classic pop and rock",251.61098,-9.696
"classic pop and rock",295.6273,-11.833
"classic pop and rock",222.30159,-5.707
"classic pop and rock",280.89424,-6.211
"classic pop and rock",326.29506,-11.894
"classic pop and rock",298.91873,-9.43
"classic pop and rock",313.39057,-15.32
"classic pop and rock",268.30322,-14.866
"classic pop and rock",200.09751,-14.249
"classic pop and rock",258.45506,-14.47
"classic pop and rock",167.99302,-14.998
"classic pop and rock",183.87546,-10.862
"classic pop and rock",161.09669,-11.325
"classic pop and rock",161.43628,-12.134
"classic pop and rock",131.60444,-9.505
"classic pop and rock",124.21179,-13.075
"classic pop and rock",169.42975,-10.63
"classic pop and rock",155.19302,-4.908
"classic pop and rock",154.56608,-7.27
"classic pop and rock",105.24689,-6.175
"classic pop and rock",146.6771,-7.229
"classic pop and rock",163.81342,-14.265
"classic pop and rock",185.39057,-16.44
"classic pop and rock",442.33098,-11.574
"classic pop and rock",215.66649,-15.516
"classic pop and rock",168.93342,-12.814
"classic pop and rock",166.94812,-8.465
"classic pop and rock",149.41995,-10.49
"classic pop and rock",162.06322,-8.313
"classic pop and rock",113.94567,-8.984
"classic pop and rock",162.84689,-11.696
"classic pop and rock",193.67138,-11.427
"classic pop and rock",226.66404,-11.737
"classic pop and rock",193.98485,-12.484
"classic pop and rock",171.17995,-11.83
"classic pop and rock",226.37669,-9.468
"classic pop and rock",209.84118,-13.52
"classic pop and rock",128.67873,-5.81
"classic pop and rock",179.93098,-9.467
"classic pop and rock",184.39791,-8.86
"classic pop and rock",134.13832,-4.735
"classic pop and rock",167.20934,-4.171
"classic pop and rock",168.48934,-5.8
"classic pop and rock",213.2371,-5.916
"classic pop and rock",179.69587,-10.304
"classic pop and rock",200.28036,-9.182
"classic pop and rock",118.83057,-7.86
"classic pop and rock",161.20118,-10.251
"classic pop and rock",151.69261,-6.708
"classic pop and rock",161.20118,-7.252
"classic pop and rock",184.18893,-5.5
"classic pop and rock",136.56771,-4.323
"classic pop and rock",137.24689,-4.802
"classic pop and rock",208.3522,-5.819
"classic pop and rock",239.01995,-15.167
"classic pop and rock",222.30159,-14.585
"classic pop and rock",194.11546,-13.599
"classic pop and rock",199.60118,-8.309
"classic pop and rock",184.63302,-10.575
"classic pop and rock",157.43955,-8.48
"classic pop and rock",162.71628,-11.481
"classic pop and rock",176.32608,-7.858
"classic pop and rock",190.69342,-8.738
"classic pop and rock",156.60363,-7.402
"classic pop and rock",176.32608,-11.478
"classic pop and rock",194.45506,-11.307
"classic pop and rock",194.89914,-15.123
"classic pop and rock",172.09424,-17.258
"classic pop and rock",116.55791,-10.597
"classic pop and rock",136.6722,-12.488
"classic pop and rock",153.0771,-14.484
"classic pop and rock",157.85751,-9.933
"classic pop and rock",212.84526,-9.063
"classic pop and rock",144.66567,-13.115
"classic pop and rock",181.96853,-13.612
"classic pop and rock",206.28853,-17.423
"classic pop and rock",143.90812,-19.038
"classic pop and rock",155.61098,-11.577
"classic pop and rock",237.5571,-20.702
"classic pop and rock",108.77342,-17.797
"classic pop and rock",151.43138,-11.276
"classic pop and rock",100.80608,-13.564
"classic pop and rock",108.87791,-16.787
"classic pop and rock",122.69669,-16.409
"classic pop and rock",173.16526,-16.532
"classic pop and rock",157.88363,-13.59
"classic pop and rock",189.09995,-15.343
"classic pop and rock",167.07873,-16.268
"classic pop and rock",188.36853,-15.735
"classic pop and rock",141.45261,-12.071
"classic pop and rock",174.47138,-14.834
"classic pop and rock",217.73016,-12.68
"classic pop and rock",120.05832,-18.89
"classic pop and rock",153.99138,-18.252
"classic pop and rock",192.07791,-15.719
"classic pop and rock",188.78649,-12.991
"classic pop and rock",180.13995,-18.563
"classic pop and rock",243.3824,-12.271
"classic pop and rock",159.60771,-9.318
"classic pop and rock",122.64444,-14.373
"classic pop and rock",171.12771,-17.161
"classic pop and rock",136.54159,-13.259
"classic pop and rock",168.9073,-15.287
"classic pop and rock",167.96689,-12.765
"classic pop and rock",157.80526,-15.501
"classic pop and rock",112.06485,-11.433
"classic pop and rock",192.57424,-16.602
"classic pop and rock",138.44853,-12.591
"classic pop and rock",148.74077,-13.791
"classic pop and rock",207.46404,-15
"classic pop and rock",209.03138,-10.285
"classic pop and rock",165.32853,-11.954
"classic pop and rock",189.57016,-15.43
"classic pop and rock",167.41832,-14.471
"classic pop and rock",199.18322,-9.196
"classic pop and rock",131.42159,-16.108
"classic pop and rock",226.87302,-18.884
"classic pop and rock",186.22649,-11.955
"classic pop and rock",181.39383,-15.297
"classic pop and rock",242.49424,-12.245
"classic pop and rock",228.04853,-7.697
"classic pop and rock",535.82322,-9.224
"classic pop and rock",590.28853,-6.409
"classic pop and rock",685.68771,-6.405
"classic pop and rock",253.1522,-6.718
"classic pop and rock",210.80771,-5.79
"classic pop and rock",199.78404,-7.75
"classic pop and rock",576.67873,-6.731
"classic pop and rock",280.5024,-9.007
"classic pop and rock",358.03383,-8.55
"classic pop and rock",367.62077,-6.983
"classic pop and rock",234.57914,-10.561
"classic pop and rock",435.9571,-7.195
"classic pop and rock",194.97751,-18.612
"classic pop and rock",261.3024,-8.118
"classic pop and rock",363.33669,-11.25
"classic pop and rock",235.2322,-6.77
"classic pop and rock",316.78649,-11.768
"classic pop and rock",706.24608,-6.862
"classic pop and rock",355.02975,-6.004
"classic pop and rock",221.3873,-15.364
"classic pop and rock",235.07546,-5.738
"classic pop and rock",226.35057,-8.322
"classic pop and rock",240.03873,-6.836
"classic pop and rock",320.02567,-10.356
"classic pop and rock",304.79628,-6.276
"classic pop and rock",260.88444,-8.126
"classic pop and rock",202.37016,-17.598
"classic pop and rock",226.55955,-8.237
"classic pop and rock",410.51383,-6.836
"classic pop and rock",235.57179,-7.881
"classic pop and rock",234.10893,-9.553
"classic pop and rock",277.52444,-8.846
"classic pop and rock",267.88526,-9.958
"classic pop and rock",292.5971,-8.648
"classic pop and rock",253.98812,-7.469
"classic pop and rock",568.97261,-7.008
"classic pop and rock",237.24363,-6.413
"classic pop and rock",233.76934,-8.017
"classic pop and rock",189.70077,-11.437
"classic pop and rock",270.96771,-8.183
"classic pop and rock",402.70322,-6.795
"classic pop and rock",217.83465,-9.225
"classic pop and rock",255.39873,-7.408
"classic pop and rock",197.0673,-14.337
"classic pop and rock",215.50975,-13.197
"classic pop and rock",535.87546,-13.251
"classic pop and rock",357.95546,-14.654
"classic pop and rock",251.6371,-14.796
"classic pop and rock",207.49016,-11.417
"classic pop and rock",253.36118,-21.422
"classic pop and rock",232.41098,-14.158
"classic pop and rock",353.14893,-12.356
"classic pop and rock",341.78567,-13.313
"classic pop and rock",249.88689,-11.76
"classic pop and rock",289.25342,-10.939
"classic pop and rock",490.00444,-6.538
"classic pop and rock",491.33669,-5.444
"classic pop and rock",380.55138,-4.868
"classic pop and rock",489.16853,-5.449
"classic pop and rock",244.81914,-7.906
"classic pop and rock",355.36934,-9.607
"classic pop and rock",252.23791,-5.892
"classic pop and rock",188.21179,-8.313
"classic pop and rock",481.67138,-7.106
"classic pop and rock",220.08118,-6.751
"classic pop and rock",125.98812,-6.464
"classic pop and rock",124.9171,-7.093
"classic pop and rock",148.06159,-6.289
"classic pop and rock",130.82077,-6.943
"classic pop and rock",126.53669,-4.191
"classic pop and rock",147.33016,-5.472
"classic pop and rock",120.58077,-5.254
"classic pop and rock",149.65506,-6.162
"classic pop and rock",151.71873,-13.478
"classic pop and rock",162.63791,-6.71
"classic pop and rock",125.09995,-7.086
"classic pop and rock",356.04853,-12.962
"classic pop and rock",506.67057,-5.977
"classic pop and rock",340.29669,-7.633
"classic pop and rock",293.09342,-7.261
"classic pop and rock",456.14975,-9.255
"classic pop and rock",300.95628,-5.73
"classic pop and rock",190.87628,-13.15
"classic pop and rock",312.94649,-12.697
"classic pop and rock",320.41751,-13.975
"classic pop and rock",525.5571,-14.363
"classic pop and rock",376.0322,-14.046
"classic pop and rock",244.89751,-11.136
"classic pop and rock",361.09016,-6.373
"classic pop and rock",245.62893,-9.215
"classic pop and rock",380.60363,-13.705
"classic pop and rock",258.61179,-12.632
"classic pop and rock",461.19138,-8.124
"classic pop and rock",506.48771,-10.236
"classic pop and rock",397.00853,-7.273
"classic pop and rock",438.07302,-9.326
"classic pop and rock",380.1073,-10.796
"classic pop and rock",320.23465,-11.886
"classic pop and rock",282.3571,-12.674
"classic pop and rock",422.05995,-7.003
"classic pop and rock",408.52853,-6.901
"classic pop and rock",336.77016,-7.964
"classic pop and rock",245.86404,-9.163
"classic pop and rock",434.78159,-7.498
"classic pop and rock",411.50649,-5.429
"classic pop and rock",477.41342,-7.537
"classic pop and rock",234.70975,-8.675
"classic pop and rock",311.58812,-12.228
"classic pop and rock",289.07057,-16.614
"classic pop and rock",333.03465,-13.862
"classic pop and rock",262.81751,-15.869
"classic pop and rock",275.35628,-18.018
"classic pop and rock",200.59383,-15.151
"classic pop and rock",319.79057,-14.745
"classic pop and rock",248.18893,-18.595
"classic pop and rock",289.07057,-15.505
"classic pop and rock",247.84934,-17.952
"classic pop and rock",294.73914,-17.529
"classic pop and rock",303.59465,-16.362
"classic pop and rock",264.93342,-8.525
"classic pop and rock",336.92689,-6.948
"classic pop and rock",258.5073,-7.213
"classic pop and rock",292.10077,-6.056
"classic pop and rock",347.01016,-7.939
"classic pop and rock",318.87628,-9.303
"classic pop and rock",322.29832,-7.691
"classic pop and rock",235.07546,-6.559
"classic pop and rock",338.25914,-6.765
"classic pop and rock",269.16526,-8.57
"classic pop and rock",261.74649,-8.027
"classic pop and rock",495.80363,-8.597
"classic pop and rock",364.35546,-8.736
"classic pop and rock",272.40444,-7.324
"classic pop and rock",500.71465,-13.495
"classic pop and rock",346.3571,-7.459
"classic pop and rock",260.62322,-7.847
"classic pop and rock",209.24036,-11.264
"classic pop and rock",192.05179,-8.524
"classic pop and rock",163.082,-7.581
"classic pop and rock",191.08526,-8.061
"classic pop and rock",202.52689,-11.926
"classic pop and rock",121.52118,-8.679
"classic pop and rock",151.32689,-8.539
"classic pop and rock",150.72608,-6.983
"classic pop and rock",216.37179,-7.149
"classic pop and rock",362.03057,-5.476
"classic pop and rock",375.90159,-9.57
"classic pop and rock",364.69506,-7.086
"classic pop and rock",419.44771,-6.463
"classic pop and rock",345.96526,-6.562
"classic pop and rock",428.53832,-6.716
"classic pop and rock",234.97098,-13.777
"classic pop and rock",329.19465,-12.26
"classic pop and rock",464.92689,-10.568
"classic pop and rock",353.09669,-6.955
"classic pop and rock",365.58322,-6.214
"classic pop and rock",386.32444,-6.778
"classic pop and rock",259.68281,-9.401
"classic pop and rock",331.7024,-12.263
"classic pop and rock",231.44444,-9.795
"classic pop and rock",194.08934,-11.085
"classic pop and rock",183.14404,-11.832
"classic pop and rock",225.54077,-11.377
"classic pop and rock",358.79138,-7.601
"classic pop and rock",329.40363,-6.311
"classic pop and rock",371.01669,-5.82
"classic pop and rock",405.002,-5.804
"classic pop and rock",234.13506,-6.678
"classic pop and rock",126.01424,-13.968
"classic pop and rock",372.53179,-8.48
"classic pop and rock",234.65751,-11.514
"classic pop and rock",412.52526,-10.834
"classic pop and rock",242.80771,-10.91
"classic pop and rock",259.44771,-12.524
"classic pop and rock",282.93179,-8.172
"classic pop and rock",331.02322,-10.072
"classic pop and rock",409.99138,-9.096
"classic pop and rock",364.06812,-9.142
"classic pop and rock",356.25751,-9.787
"classic pop and rock",430.10567,-7.213
"classic pop and rock",213.83791,-7.688
"classic pop and rock",149.9424,-8.297
"classic pop and rock",264.25424,-9.099
"classic pop and rock",145.13587,-7.858
"classic pop and rock",228.10077,-8.37
"classic pop and rock",281.18159,-9.944
"classic pop and rock",107.62404,-18.942
"classic pop and rock",226.84689,-8.251
"classic pop and rock",158.30159,-7.618
"classic pop and rock",229.14567,-9.139
"classic pop and rock",220.99546,-8.866
"classic pop and rock",243.35628,-10.491
"classic pop and rock",262.5824,-9.261
"classic pop and rock",231.13098,-10.977
"classic pop and rock",255.16363,-9.001
"classic pop and rock",258.08934,-11.476
"classic pop and rock",208.66567,-10.57
"classic pop and rock",220.47302,-10.531
"classic pop and rock",274.07628,-11.044
"classic pop and rock",292.57098,-12.351
"classic pop and rock",198.00771,-12.222
"classic pop and rock",287.97342,-9.323
"classic pop and rock",210.442,-8.783
"classic pop and rock",299.57179,-8.698
"classic pop and rock",309.81179,-11.069
"classic pop and rock",219.6371,-10.286
"classic pop and rock",269.47873,-11.393
"classic pop and rock",191.73832,-9.829
"classic pop and rock",269.06077,-11.086
"classic pop and rock",307.40853,-11.458
"classic pop and rock",220.89098,-10.105
"classic pop and rock",237.50485,-11.89
"classic pop and rock",278.25587,-10.861
"classic pop and rock",233.32526,-10.461
"classic pop and rock",280.34567,-15.027
"classic pop and rock",370.83383,-11.711
"classic pop and rock",193.93261,-9.858
"classic pop and rock",196.12689,-10.149
"classic pop and rock",293.19791,-9.862
"classic pop and rock",204.69506,-9.959
"classic pop and rock",231.07873,-8.876
"classic pop and rock",334.39302,-9.161
"classic pop and rock",294.45179,-6.711
"classic pop and rock",490.10893,-6.795
"classic pop and rock",246.7522,-7.684
"classic pop and rock",241.55383,-7.826
"classic pop and rock",243.93098,-8.894
"classic pop and rock",281.20771,-10.164
"classic pop and rock",323.00363,-11.086
"classic pop and rock",332.14649,-8.757
"classic pop and rock",228.49261,-7.775
"classic pop and rock",211.1473,-7.785
"classic pop and rock",182.96118,-4.813
"classic pop and rock",357.53751,-6.155
"classic pop and rock",181.21098,-5.623
"classic pop and rock",203.49342,-4.174
"classic pop and rock",413.88363,-4.777
"classic pop and rock",406.90893,-6.37
"classic pop and rock",410.72281,-4.99
"classic pop and rock",416.60036,-5.629
"classic pop and rock",412.26404,-13.697
"classic pop and rock",194.0371,-6.694
"classic pop and rock",124.08118,-7.024
"classic pop and rock",163.70893,-4.203
"classic pop and rock",182.5171,-4.935
"classic pop and rock",163.5522,-4.383
"classic pop and rock",156.96934,-5.156
"classic pop and rock",191.32036,-4.915
"classic pop and rock",176.37832,-5.172
"classic pop and rock",229.82485,-5.384
"classic pop and rock",249.23383,-5.518
"classic pop and rock",191.7122,-6.27
"classic pop and rock",243.1473,-6.737
"classic pop and rock",343.32689,-4.199
"classic pop and rock",151.61424,-6.023
"classic pop and rock",161.33179,-4.495
"classic pop and rock",164.98893,-6.092
"classic pop and rock",230.81751,-4.282
"classic pop and rock",155.0624,-5.562
"classic pop and rock",159.79057,-5.739
"classic pop and rock",159.4771,-3.975
"classic pop and rock",193.98485,-5.932
"classic pop and rock",176.69179,-6.779
"classic pop and rock",121.57342,-8.341
"classic pop and rock",196.98893,-4.009
"classic pop and rock",203.67628,-7.729
"classic pop and rock",356.54485,-19.132
"classic pop and rock",374.69995,-12.426
"classic pop and rock",303.22893,-12.39
"classic pop and rock",300.06812,-11.641
"classic pop and rock",286.17098,-15.152
"classic pop and rock",322.14159,-18.549
"classic pop and rock",467.12118,-14.291
"classic pop and rock",256.10404,-11.559
"classic pop and rock",351.4771,-11.466
"classic pop and rock",509.33506,-19.035
"classic pop and rock",477.93587,-10.895
"classic pop and rock",372.08771,-6.507
"classic pop and rock",166.00771,-6.398
"classic pop and rock",245.91628,-7.481
"classic pop and rock",440.97261,-10.16
"classic pop and rock",383.58159,-4.418
"classic pop and rock",282.5922,-5.821
"classic pop and rock",83.98322,-11.812
"classic pop and rock",350.32771,-5
"classic pop and rock",300.09424,-5.961
"classic pop and rock",236.90404,-2.754
"classic pop and rock",280.31955,-5.253
"classic pop and rock",354.21995,-4.457
"classic pop and rock",293.09342,-7.19
"classic pop and rock",288.9922,-7.328
"classic pop and rock",374.43873,-10.709
"classic pop and rock",327.49669,-9.652
"classic pop and rock",358.00771,-11.037
"classic pop and rock",299.33669,-7.64
"classic pop and rock",264.9073,-8.778
"classic pop and rock",359.96689,-10.116
"classic pop and rock",348.36853,-11.871
"classic pop and rock",315.55873,-10.439
"classic pop and rock",356.70159,-7.328
"classic pop and rock",288.07791,-10.226
"classic pop and rock",418.06322,-9.991
"classic pop and rock",552.4371,-12.459
"classic pop and rock",414.9024,-8.923
"classic pop and rock",363.7024,-7.799
"classic pop and rock",349.54404,-10.826
"classic pop and rock",303.80363,-7.89
"classic pop and rock",349.51791,-8.163
"classic pop and rock",487.75791,-10.595
"classic pop and rock",293.27628,-7.547
"classic pop and rock",263.81016,-7.518
"classic pop and rock",317.59628,-6.186
"classic pop and rock",353.74975,-9.332
"classic pop and rock",307.56526,-9.886
"classic pop and rock",217.15546,-19.26
"classic pop and rock",61.02159,-23.871
"classic pop and rock",415.86893,-10.687
"classic pop and rock",348.62975,-9.163
"classic pop and rock",560.14322,-10.758
"classic pop and rock",349.64853,-10.224
"classic pop and rock",408.65914,-7.652
"classic pop and rock",63.81669,-28.55
"classic pop and rock",348.05506,-9.993
"classic pop and rock",343.32689,-8.339
"classic pop and rock",314.95791,-9.609
"classic pop and rock",401.13587,-11.419
"classic pop and rock",274.93832,-10.056
"classic pop and rock",489.53424,-12.518
"classic pop and rock",141.47873,-14.874
"classic pop and rock",142.0273,-11.724
"classic pop and rock",144.61342,-9.575
"classic pop and rock",142.41914,-8.573
"classic pop and rock",150.25587,-17.979
"classic pop and rock",128.31302,-12.581
"classic pop and rock",133.01506,-15.074
"classic pop and rock",131.13424,-13.261
"classic pop and rock",128.41751,-13.191
"classic pop and rock",144.50893,-17.657
"classic pop and rock",128.31302,-13.972
"classic pop and rock",140.01587,-15.045
"classic pop and rock",133.74649,-13.196
"classic pop and rock",142.88934,-9.171
"classic pop and rock",140.48608,-9.886
"classic pop and rock",129.38404,-13.028
"classic pop and rock",126.9024,-9.315
"classic pop and rock",142.68036,-8.406
"classic pop and rock",132.80608,-13.437
"classic pop and rock",142.81098,-14.298
"classic pop and rock",136.17587,-15.478
"classic pop and rock",131.23873,-13.706
"classic pop and rock",196.57098,-19.759
"classic pop and rock",134.03383,-14.935
"classic pop and rock",135.13098,-11.387
"classic pop and rock",149.62893,-13.691
"classic pop and rock",134.45179,-12.412
"classic pop and rock",152.73751,-15.19
"classic pop and rock",142.05342,-12.398
"classic pop and rock",131.7873,-9.093
"classic pop and rock",133.40689,-10.009
"classic pop and rock",131.44771,-8.267
"classic pop and rock",146.70322,-11.017
"classic pop and rock",130.87302,-7.682
"classic pop and rock",143.17669,-10.573
"classic pop and rock",139.62404,-10.79
"classic pop and rock",138.10893,-10.408
"classic pop and rock",129.98485,-9.328
"classic pop and rock",141.68771,-10.529
"classic pop and rock",136.46322,-9.444
"classic pop and rock",129.88036,-8.925
"classic pop and rock",129.98485,-6.455
"classic pop and rock",147.64363,-9.529
"classic pop and rock",132.17914,-8.711
"classic pop and rock",132.70159,-9.502
"classic pop and rock",165.3024,-11.613
"classic pop and rock",123.50649,-13.756
"classic pop and rock",126.95465,-7.965
"classic pop and rock",134.47791,-8.662
"classic pop and rock",136.17587,-4.456
"classic pop and rock",142.31465,-13.491
"classic pop and rock",189.23057,-10.369
"classic pop and rock",154.5922,-10.638
"classic pop and rock",263.13098,-11.265
"classic pop and rock",196.54485,-13.048
"classic pop and rock",205.45261,-11.265
"classic pop and rock",227.73506,-13.599
"classic pop and rock",219.37587,-10.643
"classic pop and rock",219.0624,-10.227
"classic pop and rock",294.922,-11.182
"classic pop and rock",254.87628,-18.76
"classic pop and rock",215.37914,-12.805
"classic pop and rock",217.25995,-11.023
"classic pop and rock",225.74975,-13.279
"classic pop and rock",338.28526,-10.304
"classic pop and rock",182.36036,-9.035
"classic pop and rock",207.82975,-10.658
"classic pop and rock",220.08118,-11.571
"classic pop and rock",251.97669,-13.453
"classic pop and rock",211.56526,-11.185
"classic pop and rock",213.96853,-10.69
"classic pop and rock",220.26404,-10.828
"classic pop and rock",353.01832,-12.813
"classic pop and rock",221.1522,-10.232
"classic pop and rock",204.66893,-11.019
"classic pop and rock",179.30404,-13.146
"classic pop and rock",175.82975,-12.547
"classic pop and rock",211.43465,-6.378
"classic pop and rock",179.35628,-11.144
"classic pop and rock",200.07138,-3.783
"classic pop and rock",276.47955,-5.676
"classic pop and rock",417.95873,-9.731
"classic pop and rock",153.05098,-11.71
"classic pop and rock",272.45669,-8.311
"classic pop and rock",190.71955,-8.094
"classic pop and rock",227.42159,-4.039
"classic pop and rock",260.85832,-7.797
"classic pop and rock",152.81587,-2.844
"classic pop and rock",213.62893,-4.462
"classic pop and rock",163.21261,-8.764
"classic pop and rock",183.71873,-7.922
"classic pop and rock",173.19138,-3.802
"classic pop and rock",190.01424,-4.643
"classic pop and rock",240.66567,-5.751
"classic pop and rock",162.16771,-5.362
"classic pop and rock",204.25098,-2.572
"classic pop and rock",239.67302,-12.543
"classic pop and rock",239.67302,-12.634
"classic pop and rock",137.40363,-5.11
"classic pop and rock",239.59465,-12.663
"classic pop and rock",239.59465,-12.601
"classic pop and rock",215.7971,-6.298
"classic pop and rock",209.05751,-4.853
"classic pop and rock",239.59465,-12.761
"classic pop and rock",293.56363,-5.5
"classic pop and rock",187.89832,-7.128
"classic pop and rock",239.59465,-12.56
"classic pop and rock",207.01995,-4.93
"classic pop and rock",296.64608,-8.172
"classic pop and rock",170.63138,-8.206
"classic pop and rock",171.25832,-7.427
"classic pop and rock",286.9024,-8.498
"classic pop and rock",196.80608,-8.856
"classic pop and rock",168.56771,-8.303
"classic pop and rock",213.81179,-8.058
"classic pop and rock",193.27955,-8.516
"classic pop and rock",199.96689,-7.464
"classic pop and rock",185.10322,-6.167
"classic pop and rock",140.53832,-6.957
"classic pop and rock",334.39302,-5.64
"classic pop and rock",218.56608,-5.692
"classic pop and rock",158.40608,-4.06
"classic pop and rock",191.52934,-5.04
"classic pop and rock",224.96608,-3.249
"classic pop and rock",200.77669,-4.418
"classic pop and rock",231.13098,-6.139
"classic pop and rock",233.482,-4.77
"classic pop and rock",183.84934,-4.011
"classic pop and rock",246.59546,-5.39
"classic pop and rock",187.89832,-10.03
"classic pop and rock",187.14077,-4.89
"classic pop and rock",211.66975,-4.594
"classic pop and rock",338.9122,-7.104
"classic pop and rock",208.50893,-5.702
"classic pop and rock",192.73098,-4.938
"classic pop and rock",214.09914,-5.666
"classic pop and rock",294.79138,-5.493
"classic pop and rock",186.77506,-3.049
"classic pop and rock",221.51791,-5.451
"classic pop and rock",351.84281,-7.267
"classic pop and rock",215.74485,-9.945
"classic pop and rock",270.81098,-10.507
"classic pop and rock",190.30159,-10.359
"classic pop and rock",199.44444,-8.878
"classic pop and rock",290.32444,-10.829
"classic pop and rock",160.88771,-11.498
"classic pop and rock",226.29832,-9.047
"classic pop and rock",199.94077,-9.44
"classic pop and rock",290.63791,-9.546
"classic pop and rock",264.4371,-12.069
"classic pop and rock",428.38159,-13.044
"classic pop and rock",181.62893,-7.271
"classic pop and rock",208.29995,-9.829
"classic pop and rock",207.04608,-9.736
"classic pop and rock",657.18812,-8.98
"classic pop and rock",65.14893,-18.371
"classic pop and rock",226.37669,-12.923
"classic pop and rock",276.08771,-15.619
"classic pop and rock",330.50077,-17.56
"classic pop and rock",275.722,-14.506
"classic pop and rock",224.65261,-7.076
"classic pop and rock",189.33506,-6.923
"classic pop and rock",196.12689,-9.159
"classic pop and rock",223.76444,-6.797
"classic pop and rock",197.17179,-10.389
"classic pop and rock",427.15383,-11.402
"classic pop and rock",312.34567,-11.008
"classic pop and rock",241.3971,-12.621
"classic pop and rock",228.49261,-8.95
"classic pop and rock",208.24771,-15.223
"classic pop and rock",298.21342,-8.486
"classic pop and rock",216.11057,-12.381
"classic pop and rock",337.162,-15.661
"classic pop and rock",335.01995,-17.365
"classic pop and rock",422.13832,-15.03
"classic pop and rock",376.68526,-15.519
"classic pop and rock",184.99873,-19.833
"classic pop and rock",358.29506,-7.729
"classic pop and rock",189.67465,-6.715
"classic pop and rock",210.93832,-7.333
"classic pop and rock",188.682,-9.314
"classic pop and rock",158.48444,-9.564
"classic pop and rock",299.67628,-11.714
"classic pop and rock",196.70159,-20.155
"classic pop and rock",333.87057,-9.404
"classic pop and rock",179.64363,-8.123
"classic pop and rock",296.33261,-11.798
"classic pop and rock",217.36444,-5.992
"classic pop and rock",178.65098,-3.53
"classic pop and rock",180.87138,-6.72
"classic pop and rock",190.06649,-5.941
"classic pop and rock",183.90159,-5.685
"classic pop and rock",315.66322,-8.231
"classic pop and rock",247.32689,-6.756
"classic pop and rock",100.5971,-3.889
"classic pop and rock",97.72363,-3.787
"classic pop and rock",127.05914,-4.486
"classic pop and rock",158.9024,-3.292
"classic pop and rock",168.48934,-4.705
"classic pop and rock",182.25587,-5.782
"classic pop and rock",178.442,-3.191
"classic pop and rock",163.18649,-3.042
"classic pop and rock",131.83955,-3.043
"classic pop and rock",157.09995,-4.64
